762	50	40	0.5
29	0	1
4	0	1
34	0	0
28	0	1
25	0	1
29	1	1
4	1	0
34	1	0
28	1	0
25	1	1
29	2	0
4	2	0
34	2	1
28	2	1
25	2	1
29	3	0
4	3	0
34	3	0
28	3	1
25	3	1
29	4	0
4	4	0
34	4	0
28	4	0
25	4	1
29	5	0
4	5	0
34	5	0
28	5	0
25	5	1
29	6	0
4	6	0
34	6	0
28	6	0
25	6	0
29	7	1
4	7	0
34	7	0
28	7	1
25	7	1
29	8	0
4	8	1
34	8	1
28	8	0
25	8	1
29	9	0
4	9	1
34	9	0
28	9	0
25	9	1
29	10	0
4	10	0
34	10	0
28	10	1
25	10	1
29	11	0
4	11	0
34	11	1
28	11	0
25	11	1
29	12	0
4	12	0
34	12	0
28	12	0
25	12	1
29	13	1
4	13	0
34	13	0
28	13	0
25	13	1
29	14	1
4	14	0
34	14	0
28	14	0
25	14	1
29	15	0
4	15	1
34	15	0
28	15	1
25	15	1
29	16	0
4	16	0
34	16	0
28	16	0
25	16	1
29	17	1
4	17	0
34	17	0
28	17	1
25	17	0
29	18	0
4	18	1
34	18	0
28	18	0
25	18	1
29	19	0
4	19	0
34	19	1
28	19	0
25	19	1
29	20	0
4	20	0
34	20	1
28	20	1
25	20	1
29	21	1
4	21	1
34	21	1
28	21	1
25	21	0
29	22	1
4	22	0
34	22	1
28	22	1
25	22	0
29	23	0
4	23	1
34	23	0
28	23	1
25	23	0
29	24	1
4	24	0
34	24	1
28	24	1
25	24	0
29	25	1
4	25	1
34	25	1
28	25	1
25	25	0
29	26	1
4	26	0
34	26	1
28	26	1
25	26	0
29	27	1
4	27	0
34	27	1
28	27	1
25	27	0
29	28	1
4	28	1
34	28	1
28	28	1
25	28	0
29	29	1
4	29	0
34	29	1
28	29	1
25	29	0
29	30	1
4	30	0
34	30	1
28	30	1
25	30	1
29	31	1
4	31	1
34	31	0
28	31	1
25	31	1
29	32	1
4	32	1
34	32	0
28	32	1
25	32	1
29	33	1
4	33	0
34	33	0
28	33	1
25	33	1
29	34	1
4	34	1
34	34	1
28	34	1
25	34	1
29	35	1
4	35	0
34	35	1
28	35	0
25	35	0
29	36	1
4	36	0
34	36	0
28	36	1
25	36	1
29	37	1
4	37	0
34	37	0
28	37	1
25	37	0
29	38	1
4	38	1
34	38	1
28	38	1
25	38	0
29	39	1
4	39	1
34	39	1
28	39	1
25	39	0
29	40	1
4	40	1
34	40	0
28	40	1
25	40	0
29	41	0
4	41	1
34	41	1
28	41	0
25	41	0
29	42	0
4	42	0
34	42	1
28	42	0
25	42	0
29	43	1
4	43	1
34	43	0
28	43	1
25	43	0
29	44	1
4	44	0
34	44	1
28	44	0
25	44	0
29	45	1
4	45	1
34	45	0
28	45	0
25	45	1
29	46	0
4	46	0
34	46	0
28	46	0
25	46	0
29	47	1
4	47	0
34	47	0
28	47	1
25	47	0
29	48	1
4	48	1
34	48	1
28	48	1
25	48	0
29	49	1
4	49	1
34	49	1
28	49	1
25	49	1
0	40	1
0	45	0
0	9	0
0	42	1
0	44	1
0	25	1
0	48	1
0	12	1
0	6	0
0	14	0
1	41	1
1	9	0
1	47	0
1	33	1
1	19	0
1	26	1
1	43	1
1	11	1
1	21	1
1	17	0
2	37	1
2	15	0
2	40	0
2	8	0
2	7	1
2	26	1
2	47	1
2	29	1
2	4	0
2	2	1
3	0	1
3	31	0
3	13	1
3	16	0
3	46	0
3	29	0
3	42	0
3	34	1
3	27	1
3	5	1
5	3	1
5	2	0
5	12	0
5	16	1
5	10	1
5	39	0
5	37	1
5	19	1
5	14	0
5	25	1
6	37	1
6	33	0
6	48	1
6	20	1
6	30	1
6	22	0
6	4	1
6	41	0
6	6	1
6	12	0
7	47	1
7	32	1
7	24	1
7	16	0
7	10	0
7	18	0
7	17	0
7	44	1
7	6	0
7	40	0
8	15	0
8	48	0
8	19	1
8	47	1
8	21	0
8	25	1
8	17	1
8	43	1
8	26	0
8	18	1
9	16	0
9	20	1
9	19	0
9	17	0
9	40	1
9	4	0
9	3	0
9	15	0
9	37	0
9	23	0
10	14	1
10	24	1
10	31	0
10	0	1
10	32	0
10	20	1
10	6	1
10	37	0
10	17	1
10	5	1
11	14	0
11	0	1
11	37	1
11	46	0
11	48	1
11	42	0
11	4	0
11	3	1
11	16	0
11	10	1
12	39	0
