0	2.512817	1.000000
1	3.485173	0.000000
2	2.851445	0.000000
3	1.721362	1.000000
4	3.471381	0.000000
5	2.364570	1.000000
6	2.004942	1.000000
7	4.761931	1.000000
8	1.999777	1.000000
9	1.223440	0.999762
10	3.026011	1.000000
11	3.648562	0.000000
12	2.399366	0.000000
13	4.025398	0.000000
14	3.813937	1.000000
15	2.599639	0.000000
16	2.509950	1.000000
17	3.219328	0.000000
18	1.612069	0.000001
19	3.512280	0.000000
20	2.022460	1.000000
21	2.111986	1.000000
22	1.732217	0.999999
23	3.590723	0.000000
24	2.859995	1.000000
25	1.880838	1.000000
26	1.799018	0.000001
27	1.717982	0.000000
28	2.932985	1.000000
29	3.471172	1.000000
30	2.601475	0.000000
31	2.658930	1.000000
32	2.939965	1.000000
33	1.298646	0.999999
34	3.592823	0.000000
35	4.383302	0.000000
36	1.893232	1.000000
37	1.074270	0.996111
38	1.464278	0.000033
39	4.798853	0.000000
40	2.081577	1.000000
41	2.672409	0.000000
42	3.277109	0.000000
43	1.873207	0.000000
44	2.840692	1.000000
45	4.350140	0.000000
46	3.181728	1.000000
47	2.829255	0.000000
48	2.809937	0.000000
49	2.469334	0.000000
